,raw_idx,tweet_id,tweet_text,verifiable,verifiable_numeric,false_info,false_info_numeric,interest_to_public,interest_to_public_numeric,general_harm,general_harm_numeric,attention_to_fact_check,attention_to_fact_check_numeric,weighted_score
159,31,1367813077949964288,"Angola 🇦🇴 Côte d'Ivoire 🇨🇮 Ghana 🇬🇭 Kenya 🇰🇪 Nigeria 🇳🇬 Rwanda 🇷🇼 Have all started rolling out COVID-19 vaccines this week through #COVAX - starting with health workers, teachers and people most at risk. @UNICEFSupply @WHO @gavi @CEPIvaccines https://t.co/DEmX5c182W",1,0.8570630357336434,1,0.24736362711424964,1,0.7941153881571291,1,0.1194465087414256,1,0.9698685650134689,2.987857124759917
77,402,1368660603879952384,"Toronto and Peel Region are preparing to enter the grey zone. PLUS: Toronto is getting closer to hitting the 200,000 mark of COVID-19 vaccines administered in the city today. Your 680 NEWS TO GO with @TheAsherRoth &amp; @ZackBodenstein. LISTEN: https://t.co/h9p45U4Tka https://t.co/TXWG8UdHrr",1,0.8960558325653946,1,0.14054039897967663,1,0.952765054130115,1,0.02385803336763903,1,0.9737900896706496,2.987009408713475
53,55,1370359373034295296,"Bahrain is offering COVID-19 vaccines to #F1 personnel ahead of preseason testing this weekend and the March 28 season opener; drivers @SChecoPerez and @Carlossainz55 chose to get inoculated. Since last season, six @F1 drivers (30% of the starting grid) have contracted COVID-19. https://t.co/XZQ9GvwtX4",1,0.9711999639171388,1,0.029654076389713957,1,0.9517649506686516,1,0.0757877850412092,1,0.9585752670176528,2.9869820430343665
118,476,1368007420929216512,The spectrum of covid illness and effect of the vaccines in clinical trials 1. The trials were designed and powered for protection from mild to moderate illness. Not severe infections. Not asymptomatic infections. Not hospitalizations or deaths. Not #LongCovid. https://t.co/ixKlm6IiCS,1,0.927250285409285,1,0.23576887785651213,1,0.8998708636027338,1,0.03527300806432376,1,0.8885896615700234,2.9867526965028777
74,228,1369958779240935424,"The UK, EU and USA are blocking proposals at the @wto to get the vaccine quickly rolled out to the world poorest countries. We need to put peoples lives before profit! That’s why CAFOD are joining the movement for a people’s vaccine 💉 #PeoplesVaccine https://t.co/N1VsrRhW4Y https://t.co/xvVIovSKq7",1,0.9494009350530616,1,0.08584009445482899,1,0.9402983418397522,1,0.07587691944781316,1,0.9350114791313598,2.9864277699268156
179,342,1370358829397983232,Have a read of the next part of our Covid-19 blog series which is out now 💉 Learn about vaccines and how they train our body to fight Covid-19 (I chipped in a little to help write this too!) https://t.co/gzJ95aN4TW,1,0.7457820233891903,1,0.10428470955096236,1,0.939018275649474,1,0.2987915528959417,1,0.8937734765732653,2.981650038058834
390,220,1369078885342658304,"Rona vaccine gives Rona symptoms Only they call it a flu-like illness now Flu-like illness an expected side-effect of Covid vaccines, says WHO, with symptoms including fever and headache https://t.co/dADDO71RJI",1,0.8803294319043993,1,0.3638057898825626,1,0.8998977595132476,1,0.3586492680535722,1,0.47855282422783074,2.9812350735816118
56,3,1368253262520983552,In Blue are the countries that received vaccines from India. Really proud of what our mother land has achieved History May say China created and spread Covid 19 and India is instrumental to contain and saved millions of people Jai Hind. Mera Bharat Mahan 🇮🇳 https://t.co/5ky218D8sR,1,0.984336168949115,1,0.0925744349237212,1,0.9386473313599752,1,0.016080470354539633,1,0.948717055730924,2.9803554613182754
218,296,1369299669143142400,A set of global colleagues and I set out in @foreignaffairs to answer the central ethical dilemma of COVID: when and how wealthy countries should send vaccines to lower-income countries. https://t.co/R9kuYjZU3j,1,0.6279431234363627,1,0.14904533939749864,1,0.9496777710172788,1,0.3254833106174989,1,0.919986011348285,2.972135555816924
89,463,1370506619965046784,"On Friday, euroAtlantic flew with a @Boeing 777-200ER (CS-TFM) from Beijing to Libreville and transported 100.000 doses of Covid-19 vaccines, landing in the Capital of Gabon at 5:20pm local time. @BoeingAirplanes https://t.co/ixU5QMJbdX",1,0.9332602685685156,1,0.15099306687063574,1,0.906758196097418,1,0.02500537773134115,1,0.9537500148306312,2.969766924098542
165,383,1369714476778483712,#COVAX was a historic initiative taken last year to buy vaccines on behalf of the whole world and make sure the doses were distributed fairly. It has become something much less... https://t.co/doJ3yXvlT3,1,0.9681383593657978,1,0.1870481134933336,1,0.7633705533121808,1,0.17918819565842659,1,0.8710757613147044,2.968820983144443
37,33,1369138873683615488,@dino_melaye ✅ The results showed that four weeks after the ‘FIRST DOSES’ of the Pfizer BioNTech and Oxford AstraZeneca vaccines were administered the risk of hospitalisation from COVID-19 fell by up to 85% (95% confidence interval 76 to 91) and 94% (95% CI 73 to 99) https://t.co/1WyZ0QclqA https://t.co/CbymZRRYDJ,1,0.9961043962518796,1,0.026371241207395646,1,0.966401883420171,1,0.00411151689942757,1,0.9742997701443944,2.967288807923268
111,258,1367300447032274688,"Canada is executing a population-wide experiment on vaccination, just because our government failed to obtain vaccines quickly enough. There are pluses and minuses to offering a single dose of vaccines needing two doses in short order. A thread. https://t.co/O3pTHgiJTD",1,0.9678038201166824,1,0.1685665571508984,1,0.920024319013668,1,0.06695558896312981,1,0.8419799028092507,2.9653301880536294
151,1,1237501242567544832,"Everyone can help prevent the spread of #COVID19. Call your doctor if you develop symptoms, have been in close contact with a person known to have COVID-19, or have recently traveled from an area with widespread or ongoing community spread of COVID-19. https://t.co/ehL8kmRHaN. https://t.co/KwrKO7VNub",1,0.8619130316579874,1,0.2114337235751942,1,0.8375615342678123,1,0.11501210759217684,1,0.9352014983805332,2.9611218954737044
39,79,1368885882707578880,"The first batch (1.1 million) AstraZeneca COVID-19 vaccines arrived in Indonesia today under the global vaccine-sharing scheme Covax Facility, co-led by WHO and global vaccine alliance. Indonesia is looking to secure at least 13.7 million doses of AstraZeneca vaccines. https://t.co/JRyiC4ZFkN",1,0.9970942928114463,1,0.025451841548875587,1,0.948139789143294,1,0.009560145030018563,1,0.9796148783290474,2.959860946862682
64,96,1367169365834161920,"With vaccines being distributed across the globe and a return date for leisure #travel still up in the air, the #storytelling sphere continues to evolve in unexpected ways, marking a new chapter in the history of #travelwriting and media relations. https://t.co/sIlnlbLr7M",1,0.9612228942514957,1,0.08387905129235118,1,0.9484811802387636,1,0.018858367025325173,1,0.946533258962264,2.9589747517702
91,29,1359254319640571904,"There have been 49,472 *reported* reactions to the Pfizer vaccine and 21,032 reactions to the Oxford / Astrazeneca vaccine. For both vaccines this equates to 1 in every 333 people suffering an adverse reaction https://t.co/omqWpi0DO7 https://t.co/pP1TWmiwpe",1,0.9516909381566536,1,0.07494643268791479,1,0.9707429629768208,1,0.09663220549874219,1,0.8628168662593351,2.9568294055794664
132,205,1368413604773564416,The United States is working with the international community to expand the distribution of COVID-19 vaccines around the world and to prevent future pandemics. DETAILS: https://t.co/g9oARLs4xT,1,0.8052081882944547,1,0.25474083550659143,1,0.9244744193812388,1,0.017474158113765625,1,0.9503875742916472,2.9522851755876975
243,143,1370208988604854272,Unicef has made a U-turn and included Kenya Airways in the list of 15 airlines contracted to transport COVID-19 vaccines. — Business Daily,1,0.7517355217865811,1,0.3112961512496858,1,0.8661656763007133,1,0.1923619579656517,1,0.8305373052518153,2.952096612554447
102,48,1367932025991089920,"California has yet again switched up its vaccine strategy: 40% of doses will now go to underserved areas, such as South L.A. and the Eastside, hardest hit by COVID-19. latest from @LukeMMoney, @ronlin, @LATMelissaHealy and me https://t.co/C2iKIBwscS",1,0.9792180175176982,1,0.13506047025119605,1,0.8861641828407443,1,0.05791286160851061,1,0.8914560601754777,2.949811592393627
131,16,1274348263919874048,NSUI welcomes the decision of Maharashtra Govt. to promote the final year students as well. We are thankful to Maharashtra Government for admitting our demands. We also demand other state governments to promote the students due to this Corona crisis. #PromoteStudentsSaveFuture https://t.co/ltMgd6FLik,1,0.9581324509031196,1,0.22183205616832558,1,0.8328691411498272,1,0.045421438982718,1,0.8904744185307383,2.948729505734729
138,193,1368426181104709632,The release of Johnson &amp; Johnson’s Covid-19 vaccine and its partnership with Merck means that President Joe Biden expects the US to have enough Covid-19 vaccines delivered to cover every adult by the end of May. https://t.co/vN8etd2pob,1,0.947012241682374,1,0.11962559880805523,1,0.9855218153289697,1,0.15777820089095063,1,0.7364441380527442,2.946381994763094
214,406,1369720567205683200,"A new @YouGov poll for @peoplesvaccine shows that 7 in 10 Americans believe their govt should ensure vaccine developers share their science and technology. Despite similar figures in UK, France and Germany, all these countries still blocking WTO reform. https://t.co/3ZxNS4m4GQ",1,0.805641268323902,1,0.09074486654980884,1,0.7675696874437178,1,0.9300078477819702,1,0.3430295740863185,2.936993244185717
67,229,1370457409882361856,"#TeamOntario is making steady progress in our mission to get vaccines out as quickly as possible. This week, we administered our one millionth dose of COVID-19 vaccine. Thank you to all our amazing frontline health care heroes who have pitched in and made this possible. https://t.co/SxU8EEEs6P",1,0.9415043440715366,1,0.0773379823535344,1,0.9307054314154652,1,0.007115949517074949,1,0.98015858289126,2.9368222902488714
65,85,1367820629886504704,"An exciting day for us as #Uganda received the initial batch of 864,000 doses of AstraZeneca COVID-19 vaccines manufactured by the Serum Institute of India and shipped via the COVAX facility. Thank you to all who made this possible. https://t.co/g4AHCWnHzl",1,0.9774905427812682,1,0.07059767907584324,1,0.8920168603002939,1,0.009405366648696845,1,0.9856390484346128,2.935149497240715
52,175,1366571622652649472,"Great news! Veterans enrolled with VA health care in Connecticut are now eligible for the COVID-19 vaccine, regardless of age. The VA is distributing vaccines at their sites in both West Haven and Newington. To apply for VA health care, visit https://t.co/lHmoqDJBK6 https://t.co/xOEcLBg3ak",1,0.9874235961113008,1,0.04062371000065801,1,0.9010857595199148,1,0.010197575953514448,1,0.9954918731147532,2.934822514700141
332,113,1370304540185083904,"A year into the pandemic, it's clear that 'zero COVID' is not a long-term solution, writes @meadwaj. It’s possible to imagine a world where vaccines are distributed fairly and the disease is eradicated everywhere. But that is not the world we live in https://t.co/m7xjYUloPy",1,0.929868263324493,1,0.413648068840621,1,0.6071292247363191,1,0.44199921058309855,1,0.5396752932619019,2.9323200607464335
54,131,1356619107827929088,"Another form of #GOP trickle down policy at work: After months of mocking COVID-19 prevention efforts, @marcorubio and @LindseyGrahamSC cutting in front of first responders, health care workers and at-risk elderly last year to get THEIR vaccines. https://t.co/JaQWn1DzAY https://t.co/gQtNDsTP7w",1,0.997536645770088,1,0.042071007275550354,1,0.8980898251099141,1,0.010563215865955988,1,0.9835746365401552,2.931835330561664
346,396,1369036321998659584,"Weekly Kansas COVID-19 update: Again this week the metrics themselves are overall pretty good, but the trends are mixed. Still think it's possible we see another spike in cases, but blunted vaccines and acquired immunity. https://t.co/VhD0ihGnV2 #ksleg https://t.co/imzMGafV7m",1,0.9606197774462604,1,0.14722798029613915,1,0.486149392105923,1,0.368733517372524,1,0.9642718381765718,2.9270025053974185
59,475,1369529731217956864,This dashboard created by the HDMA Center compares the number of administered COVID-19 vaccines by San Diego County zip code to confirmed COVID-19 cases over a 7-day period to explore disparities between vaccination and infection: https://t.co/WA5xo487pv https://t.co/AA6j0pMb29,1,0.9714097566918706,1,0.021114970433596225,1,0.9222707265809288,1,0.03622741528416784,1,0.97527994364926,2.9263028126398236
104,327,1370504595412238336,"Ad26.COV2.S, developed by Janssen (J&amp;J) became the 4th vaccine listed by @WHO for emergency use in all countries and for COVAX roll-out Pfizer/BioNTech, Astrazeneca-SK Bio and Serum Institute of India vaccines are also listed for emergency use https://t.co/4z3RvCTD4s",1,0.989502072032985,1,0.05011261112462584,1,0.9052094014081724,1,0.1142716044601213,1,0.8595734908633573,2.9186691798892617
236,213,1370247269803384832,"@OncoAlert Great patient info to help you learn about the Johnson &amp; Johnson, Pfizer-BioNTech and Moderna COVID-19 vaccines. See also the time to immunity, when you are considered to be 'fully vaccinated' &amp; hugs are okay again with other fully vaccinated family🙏 @gary_lyman https://t.co/8V2qEcVgvP",1,0.8356171164518822,1,0.17830054600921463,1,0.9447223018763596,1,0.27814410172675585,1,0.6802755034671919,2.917059569531404
145,460,1370509716133179136,"A troubling pattern has emerged during this pandemic where the needs and interests of youth &amp; young adults appear to have been set aside. Three ways in which young adults are being uniquely affected: vaccines, vaccination certificates, challenge trials https://t.co/grBzQj7yx9",1,0.9594898589300868,1,0.18494396766507948,1,0.8437308352071903,1,0.08308989500125041,1,0.8446819461800816,2.915936502983689
183,265,1370960968319045632,"On Thursday, Biden announced that he will direct all states, tribes, and territories to make all adult Americans eligible for vaccines by May 1. https://t.co/x9k5qLhqEQ",1,0.9426817088547752,1,0.30186745186969355,1,0.6848872343116519,1,0.04078542329029955,1,0.9445039466676434,2.9147257649940634
94,65,1369800239838859264,"Fenway Park, home of the Boston Red Sox, holds a special place in the hearts of Donna and Thomas Wall. They met at a game in 1967 and got engaged there in 1971. Now, they received their COVID-19 vaccines together at the park. https://t.co/HUkMWfYlE8",1,0.9709794844996884,1,0.06637735217124197,1,0.90499309436425,1,0.06748767058487404,1,0.9043079702099772,2.9141455718300318
175,441,1368806724807843840,@CliveFPalmer correct handle. Shut down these imbeciles @CraigKellyMP @TwitterSafety both this accounts are spreading misinformation on COVID-19 both on treatments and vaccines. Please help Australia stay clean and on track,1,0.5652605603941269,1,0.32803724106823284,1,0.7449229923476381,1,0.6023943415747476,1,0.6722671441861245,2.9128822795708698
190,470,1370117160572424192,#China | The International Olympic Committee (IOC) announced Thursday that it would pay for additional vaccines against COVID-19 that the Chinese Olympic Committee has offered to athletes competing in both the Tokyo 2020 and the Beijing 2022 Olympic Games. https://t.co/C3DtZBZosF,1,0.978750183118804,1,0.180877559788424,1,0.8359544660390623,1,0.17494694195685045,1,0.7396204058175498,2.9101495567206905
142,184,1370683801035284480,"The U S must stick to a two-dose strategy for the Pfizer-BioNTech and Moderna COVID-19 vaccines, top U.S. infectious disease official Dr. Anthony Fauci told the Washington Post. Fauci said delaying a second dose to inoculate more Americans creates risks.https://t.co/52wGJ8hSx8",1,0.9579381897381444,1,0.11953576281116851,1,0.9126894496916892,1,0.1329542676008464,1,0.7850250069500523,2.9081426767919005
73,133,1370961516086796288,"As we acquire around 600,000 Sinovac vaccines and 525,600 AstraZeneca vaccines, the national government’s inoculation plan is in full swing. Since March 1, a number of Filipino healthcare workers have received vaccines to protect them from COVID-19. https://t.co/GPmXN7rCVF https://t.co/ey167ArNhe",1,0.9632947336009616,1,0.06516071229013276,1,0.8801627289288894,1,0.01649753885171279,1,0.9820517627828608,2.9071674764545574
140,381,1370328717218639872,"Charities slam rich nations for blocking efforts to waive patents for Covid-19 vaccines, saying this would prolong the pandemic for years in poorer nations and push millions across the continent deeper into poverty... https://t.co/fHHW9PxNml",1,0.967486914254275,1,0.2078792016312554,1,0.8529447692060121,1,0.034660774831524854,1,0.8419512297067244,2.904922889629792
253,159,1367441864152989696,Vietnam celebrates 6 months without any deaths caused by coronavirus. Cuba sent health professionals to 40 countries during the pandemic and is in the final stages of producing 2 vaccines against Covid-19. -The worst socialism was still better than the best capitalism-G. Lukács,1,0.967859227002354,1,0.3730854090280973,1,0.8969376959824976,1,0.11298305868264502,1,0.5537742517668915,2.9046396424624854
162,231,1367793315467436032,Wells Fargo is reportedly joining JPMorgan and Bank of America in giving staff up to 8 hours off to get COVID-19 vaccines https://t.co/5N2COvW11B,1,0.95763858813826,1,0.17163911533712972,1,0.8832868392281411,1,0.11777475450889785,1,0.7735291677598586,2.9038684649722875
120,292,1368139388576804864,Lipid nanoparticles are a key element of the mRNA based COVID-19 vaccines @DahlmanLab reviews the ways in which lipid nanoparticles are currently used to deliver therapeutics and assesses the future of the field @Kpaunovska @CoulterBME Read the article: https://t.co/xjur81HA5q https://t.co/SfmCNmTRV9,1,0.8827876404142008,1,0.06037321325774403,1,0.8960785483543153,1,0.12957394871991557,1,0.9341067065186638,2.9029200572648395
153,7,1369547392530448384,"Zimbabwe has authorised the emergency use of four COVID-19 vaccines, including Russia's Sputnik V and China's Sinovac, the minister of information said on Tuesday.​ https://t.co/hPrg9dlL9m",1,0.9295670979234292,1,0.10719040544112579,1,0.7953794165787665,1,0.16656542255439666,1,0.9040699861064152,2.902772328604134
219,455,1370572383216492288,"@Abhinary @joshtpm P.S. The Obama/Biden admin shipped out swine flu (H1N1) vaccines Oct 5th 2009 after it emerged in the spring of 2009, shortly after taking office. “Between October 2009 and April 2010, about 80 million Americans received the vaccine.” https://t.co/d5OCP8W8kO",1,0.985821571760936,1,0.18823906064164897,1,0.8744182929919713,1,0.21770189129249495,1,0.6362863731623551,2.902467189849406
164,181,1370737161553784832,"Like so much of the government response to COVID-19, the rollout of vaccines has been beset by poor planning and bad management. https://t.co/0XBsFB5UZO",1,0.8515835616711799,1,0.20607863293667483,1,0.8186172452107456,1,0.08405134472481524,1,0.9395937324352466,2.899924516978662
215,401,1370312298796027904,"Viewpoint: Pharmacists should encourage patients, customers and colleagues to take part in clinical research that examines the real-world performance of the Covid-19 vaccines, says MEMO Research, running the @VAC4COVID study https://t.co/St7gW3aJBF",1,0.7634642783648998,1,0.18528202938360816,1,0.9204225279920264,1,0.20521276594496496,1,0.819217871480984,2.8935994731664834
199,492,1369662579023482880,"With thousands of COVID-19 vaccines being administered every day across the state, there is an urgent need for people trained to give shots. So, our Medical Campus students are lending helping hands and serving area communities. @BU_Tweets https://t.co/AYoHdTRH9r",1,0.7087332054705132,1,0.2341637132466483,1,0.8297627942382318,1,0.12697875159508043,1,0.9917295433008652,2.891368007851339
185,86,1235586819795947520,"#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. https://t.co/8CivSYbS29",1,0.9431839057202198,1,0.12635066000422834,1,0.9543410290255158,1,0.19841069045380433,1,0.6660466132812841,2.8883328984850523
314,30,1369641732632088320,"Despite being essential, agriculture workers are still not eligible for COVID-19 vaccines. @JuliaLeBlancNC9 speaks with industry leaders about it. #LocalSYR https://t.co/FGZvzMrC3b",1,0.7041641138744931,1,0.2654769445355363,1,0.5262643273151049,1,0.43647537502134104,1,0.9537016188736096,2.8860823796200847
83,206,1370496908574199808,"Great to be at Concordia Lutheran Church in Brevard County to announce an additional vaccination site that will provide 4,000 Johnson &amp; Johnson vaccines over four days to seniors age 65 and older. More here - https://t.co/Jg3GSFCvuX https://t.co/HHPMLGrXZA",1,0.9357612537077896,1,0.06491280726790805,1,0.9716038719546838,1,0.01110750750963685,1,0.9008358427296452,2.884221283169664
144,14,1368237493158637568,"Ontario expects to give all adults 60 and older a first dose of COVID-19 vaccine by early June, said officials yesterday — at least a month sooner than originally planned. https://t.co/RgVA9Eo03m",1,0.9926724015129986,1,0.20200787607526816,1,0.6940621542086096,1,0.03142687737954064,1,0.9630426399358132,2.88321194911223
71,121,1368036891220664320,1000 Vaccines in One-day - PWHD Mass Vaccination Clinic using the new Johnson and Johson COVID-19 vaccine. The J and J vaccine only requires a single-dose https://t.co/tugthtmz34 https://t.co/Z9nfgIlbIq,1,0.8847452142006419,1,0.03209067444142799,1,0.9660295880107306,1,0.016066330404662432,1,0.9818256290705883,2.8807574361280515
137,405,1367476452917211136,"In December, your humble scribe wrote this about about the coming politics of Covid-19 politics in Africa: “A president will flag off three medium size lorries taking vaccines up-country”….and more. https://t.co/hFEB4LhMl4 https://t.co/eKgEAnaDRl",1,0.954785433856252,1,0.08510788471344521,1,0.7703322002697668,1,0.12522521069578008,1,0.94419318697857,2.879643916513814
308,409,1370728855015727104,Churches are playing a big role in messaging about COVID-19 vaccines and some are also seeking to become vaccine sites. https://t.co/Ffb63UuMRs,1,0.608829195985036,1,0.1966545861427158,1,0.8387048202991814,1,0.45648464243694253,1,0.7761707338071322,2.8768439786710083
272,185,1368928247321403392,"Almost 45% of black Brits fear Covid vaccines are unsafe and hesitancy is worst in under-30s, official survey shows https://t.co/COEIQPosDB",1,0.8291438515663803,1,0.22209349506432652,1,0.7345373611223522,1,0.27192449647549566,1,0.8185781458872062,2.876277350115761
254,478,1370249482382753536,"A year after the COVID-19 pandemic began, Quebec reports 738 new cases and over 600,000 vaccines administered https://t.co/82RZf7Xgr5",1,0.8193189869335342,1,0.3291616842910474,1,0.698170228682921,1,0.12753701895252523,1,0.9000136998867437,2.8742016187467714
155,368,1370765810730471424,Log your vaccine with ZOE to join the world's largest community-led study of COVID-19 vaccines. Help healthcare workers battle the pandemic and monitor the impact of vaccines in your area. https://t.co/SnLeIZHLWA,1,0.6865207020779108,1,0.23473871404526359,1,0.9560633049107684,1,0.014493326713220012,1,0.9823429045347528,2.8741589522819155
146,84,1369001013840027648,"Luckily in the USA, Federal Law prohibits employers and others from requiring vaccination with a COVID vaccine distributed under an Emergency Use Authorization: https://t.co/LzxSIkER7Y FDA clearly states that these are investigational vaccines. See p 9: https://t.co/rcgMqwiuDC",1,0.8820625647851901,1,0.0862580720002234,1,0.7983568402653122,1,0.14051913105891145,1,0.965889543503104,2.8730861516127413
78,160,1365368313958825984,"Yesterday @cdrhealth and Coastal Cloud began support at six additional Florida COVID-19 Vaccine Sites to reach communities with challenges to access. To date 305,000 vaccines have been administered in the system #Care4COVID #COVID19Vaccine #vaccinecloud https://t.co/hJPLgH60RK https://t.co/a7n8NsULdc",1,0.8703470651501077,1,0.029697461160500427,1,0.955454957954469,1,0.01439006125491038,1,0.9948715393865694,2.864761084906557
84,99,1370711514160762880,"It's been one year since the first COVID-19 case was confirmed in Alabama. This morning on @waff48, we're looking back at the precautions and losses of the last year AND hope for the future. Hope like more Alabamians being eligible to get the vaccine soon! https://t.co/KiWXSbAMtd",1,0.9839636058051524,1,0.05194845750477839,1,0.8688222092362823,1,0.005609493608548788,1,0.9522086866412632,2.862552452796025
139,348,1234980702103334912,Nothing to see here folks.   Only the  @GOP  stopping a corona virus bill because it doesnât allow all of their big pharma pals to charge whatever they want for a lifesaving vaccine that hasnât even been developed yet.   #OneVoice1 <link>,1,0.6361881888448819,1,0.6188447731334451,1,0.6798771916336026,1,0.7326733348628128,1,0.19492418126631428,2.8625076697410567
208,379,1361997222771109888,World Trade Organization chief Ngozi Okonjo-Iweala urges the EU and all other WTO members to end export restrictions on vaccines and other medical goods needed to combat the Covid-19 pandemic (via @bbaschuk) https://t.co/e40dWnJcWc,1,0.685052153524452,1,0.27602198768810693,1,0.8924442797849692,1,0.07101810557948685,1,0.9357946518325814,2.8603311784095964
119,428,1367245620801531904,Canada's National Advisory Committee on Immunization (NACI) says that provinces and territories can extend the interval between first and second doses of COVID-19 vaccines up to four months amid a supply shortage. https://t.co/KwQeE4UEOD,1,0.9197515967422693,1,0.13141882069479882,1,0.9287196776823592,1,0.011975359731936419,1,0.8660533602476743,2.857918815099038
129,187,1370031801092149248,"President Paul Kagame and First Lady Jeannette Kagame were today vaccinated against Covid-19, a week after the country received its first consignment of the vaccines. So far, 230,000 people have been vaccinated which is almost 2% of #Rwanda's population. https://t.co/Ev12UWVjPM",1,0.9986940378186752,1,0.11625517365009119,1,0.7761293508214194,1,0.049235875957772346,1,0.9138688576090582,2.8541832958570166
168,354,1367958131905531904,"Getting [COVID-19] vaccines to Accra, Abidjan, and cities all over the planet is a vital first step to defeating this pandemic. Now the real test of whether we can achieve vaccine equity begins. https://t.co/jy20NKbemz",1,0.916203012371848,1,0.1899812688418353,1,0.8265773321264996,1,0.06469229731194437,1,0.856250779154172,2.853704689806299
166,156,1368797443119316736,@critica18495985 DEPOPULATION is REAL and it is very true-vaccines can do a very efficient job Much easier than 'gas chambers' I do not believe there is any difference in crimes Only the cause of death DO NOT TAKE their 'cure; worse than the disease https://t.co/ppAqJ8xuqk,1,0.9400111723745816,1,0.5736927057332566,1,0.5153662855927853,1,0.5721086085013721,1,0.2521701210320354,2.853348893234031
231,267,1369620433604116480,"The latest ep of The @FrancisFXPod is now out! @HeidiSchlumpf, @DaultRadio and I discuss Pope Francis in Iraq, the $1.9T relief bill, and problematic response of some bishops to COVID-19 vaccines. https://t.co/oBMXAijB6O",1,0.6555439330083558,1,0.11895048518764706,1,0.9335407035318816,1,0.26880466049540996,1,0.8760587873115702,2.8528985695348643
200,144,1370105729240207104,"The blockbuster success of messenger RNA vaccines in the COVID-19 pandemic could give a boost to efforts to use the technology to tackle cancers, malaria and other intractable illnesses. https://t.co/SxiCCogOT0",1,0.721408845937254,1,0.2839554754729803,1,0.9311008749491176,1,0.0391876639093196,1,0.8765980406455355,2.852250900914207
123,6,1366347359584665600,Bolivia's reliance on Russia’s Sputnik V COVID-19 vaccine underscores how governments across the region have turned to Moscow amid fears of being left behind in the global scramble for vaccines. Daniel Ramos @Simmoa and @CassLGarrison report https://t.co/xIB0FALFzw,1,0.8947965446469108,1,0.07911296559770042,1,0.9028169080976852,1,0.07676124630308678,1,0.8975705712096377,2.851058235855021
161,484,1366917687822094336,More and more Americans are receiving their COVID-19 vaccines every day. Keep it here for information from health agencies and officials about: 🧪 Vaccine effectiveness 😓 Potential side effects 📈Vaccines and variants 🤰Advice for pregnant people https://t.co/G5beBMeA6F,1,0.7459635410349496,1,0.09941832918002491,1,0.9342863017978088,1,0.13493119081053306,1,0.9359685148267064,2.8505678776500227
251,49,1369748663443070720,"Since viruses often mutate, variants in the COVID-19 virus aren't surprising. COVID-19 vaccines are still effective in preventing serious illness and death. https://t.co/mRPJ6nIixb",1,0.8341547646452775,1,0.3199959167500128,1,0.8042940745107319,1,0.095657070755792,1,0.7948006845547128,2.848902511216527
98,56,1369517118970982400,"During the past two weeks, UNICEF and partners have delivered over 15 million COVID-19 vaccine doses to countries through COVAX. Together with @WHO, @GAVI and @CEPIVaccines, we're working to make vaccines available to everyone. https://t.co/IJq8DXs3MN",1,0.8213866769661736,1,0.06119431628821381,1,0.9768523500425828,1,0.017022715968890823,1,0.9714872075310796,2.8479432667969404
281,343,1368770730804928512,"Mass swab testing is still shouldered by the city government, and free inoculation of city government healthcare workers using available COVID-19 vaccines remain continuous.",1,0.7295340769328728,1,0.3637066174824197,1,0.8321355318016811,1,0.14296063062144704,1,0.7790120561532512,2.847348912991672
177,488,1369855976753434624,See more about California’s path to a post-pandemic life and the impact of vaccines from @ryanvmenezes and @swetha_kan at https://t.co/Lbsvyl35ae,1,0.7677956162748236,1,0.13938268929968634,1,0.8706384933854207,1,0.12320201639862827,1,0.946212031933377,2.847230847291936
112,35,1370592960102985728,"As more vaccines are being administered across the area, the demand for COVID-19 tests is dropping. But public health officials say testing is a critical tool and can even speed up the process of moving into the next tier of the state's reopening plan. https://t.co/8svFnq8t8U",1,0.9840364569285932,1,0.09592698170163738,1,0.8051866275000834,1,0.02427741494784119,1,0.9377168525961864,2.8471443336743416
182,384,1354817763336810496,"All vaccines are extensively tested before they are introduced, and this vaccine is no exception. Dr Mary Ramsay, head of immunisation at @PHE_uk, talks about the safety standards for the #COVID19 vaccine. Find out more: ▶️ https://t.co/PKVgX1hLvB https://t.co/DeokgTaBXG",1,0.907104661881602,1,0.10116143537342448,1,0.7079829007693064,1,0.16843289535108052,1,0.95969413181219,2.8443760251876036
130,269,1369274301485092864,"To help low- and middle-income countries access #COVID19 vaccines, the @WorldBank is partnering with @WHO @UNICEF @gavi and global partnerships like @ACTAccelerator which also includes @BioNTech_Group in the COVAX program: https://t.co/Z26xHzusAZ - #investinpeople #HealthForAll",1,0.8685119700699715,1,0.11043624594755241,1,0.916027843175243,1,0.03878177907201641,1,0.9027274405478488,2.8364852788126322
250,109,1370075800607862784,"Mayo Clinic research shows messenger RNA vaccines for COVID-19, like Pfizer-BioNTech and Moderna, greatly reduce the risk of spreading #COVID19. https://t.co/uBqLGeuXjR",1,0.9361411939998412,1,0.19656474587707717,1,0.6971517117282546,1,0.20365250860231432,1,0.8021940178130114,2.8357041780204986
